product_id,title,description,category,brand,price,size,color,rating
P0483,Apple Watches Product 483,"Crafted by Apple, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Apple,8369,Large,Black,4.8
P0484,Puma Sportswear Product 484,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,4626,M,Red,4.6
P0485,Adidas Sportswear Product 485,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,6034,L,Brown,3
P0486,Casio Watches Product 486,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,2498,Large,Grey,4.1
P0487,Puma Sportswear Product 487,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,4434,XL,White,3.1
P0488,American Tourister Accessories Product 488,"American Tourister delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,American Tourister,8457,Medium,Yellow,4.8
P0489,Wildcraft Accessories Product 489,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,7814,Small,Grey,4.5
P0490,Fossil Watches Product 490,This watch from Fossil blends classic design with everyday practicality. Its white dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Fossil,8300,Small,White,3.8
P0491,RedTape Footwear Product 491,RedTape brings you footwear that combines rugged build quality with modern design. The green color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,2618,6,Green,5
P0492,Adidas Shoes Product 492,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,8215,8,White,4.3
P0493,Apple Watches Product 493,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,7851,Medium,Black,3.8
P0494,Titan Glasses Product 494,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,3598,Small,Brown,4.7
P0495,Bata Footwear Product 495,Bata brings you footwear that combines rugged build quality with modern design. The grey color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Bata,5524,7,Grey,4.3
P0496,Apple Watches Product 496,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,7420,Large,Brown,4.2
P0497,Puma Shoes Product 497,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,4347,6,Yellow,3.5
P0498,Adidas Sportswear Product 498,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8548,S,Grey,4.9
P0499,Apple Watches Product 499,"Crafted by Apple, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Apple,1395,Large,Black,3.3
P0500,Fastrack Glasses Product 500,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,4784,Large,Yellow,4.7
